Xbee	어레이아이디	x	y	dc path	Serial	Coordi	Index
1961	68	9	1		0013A20041099D26	5	0
1962	68	10	1		0013A20041099D26	5	0
1963	68	11	1		0013A20041099D22	5	0
1964	68	12	1		0013A20041099D22	5	0
1965	68	13	1		0013A20041099D20	5	0
1966	68	14	1		0013A20041099D20	5	0
1967	68	15	1		0013A20041099D17	5	0
1968	68	16	1		0013A20041099D17	5	0
1969	68	1	2		0013A20041099D21	5	0
1970	68	2	2		0013A20041099D21	5	0
1971	68	3	2		0013A20041099D24	5	0
1972	68	4	2		0013A20041099D24	5	0
1973	68	5	2		0013A20041099D1E	5	0
1974	68	6	2		0013A20041099D1E	5	0
1975	68	7	2		0013A20041099D19	5	0
1976	68	8	2		0013A20041099D19	5	0
1977	68	9	2		0013A20041099D1C	5	0
1978	68	10	2		0013A20041099D1C	5	0
1979	68	11	2		0013A20041099D1F	5	0
1980	68	12	2		0013A20041099D1F	5	0
1981	68	13	2		0013A20041099D15	5	0
1982	68	14	2		0013A20041099D15	5	0
1983	68	15	2		0013A20041099D1D	5	0
1984	68	16	2		0013A20041099D1D	5	0
1985	69	1	1		0013A2004151E169	5	0
1986	69	2	1		0013A2004151E169	5	0
1987	69	3	1		0013A2004151E167	5	0
1988	69	4	1		0013A2004151E167	5	0
1989	69	5	1		0013A2004151E178	5	0
1990	69	6	1		0013A2004151E178	5	0
1991	69	7	1		0013A20041099D1A	5	0
1992	69	8	1		0013A20041099D1A	5	0
1993	69	9	1		0013A20041099D14	5	0
1994	69	10	1		0013A20041099D14	5	0
1995	69	11	1		0013A2004151E17C	5	0
1996	69	12	1		0013A2004151E17C	5	0
1997	69	13	1		0013A2004151E16D	5	0
1998	69	14	1		0013A2004151E16D	5	0
1999	69	15	1		0013A2004151E168	5	0
2000	69	16	1		0013A2004151E168	5	0
2001	69	1	2		0013A20041099D2D	5	0
2002	69	2	2		0013A20041099D2D	5	0
2003	69	3	2		0013A2004151E173	5	0
2004	69	4	2		0013A2004151E173	5	0
2005	69	5	2		0013A20041099C3E	5	0
2006	69	6	2		0013A20041099C3E	5	0
2007	69	7	2		0013A20041099C50	5	0
2008	69	8	2		0013A20041099C50	5	0
2009	69	9	2		0013A20041099C46	5	0
2010	69	10	2		0013A20041099C46	5	0
2011	69	11	2		0013A20041099C43	5	0
2012	69	12	2		0013A20041099C43	5	0
2013	69	13	2		0013A20041099C44	5	0
2014	69	14	2		0013A20041099C44	5	0
2015	69	15	2		0013A20041099C4D	5	0
2016	69	16	2		0013A20041099C4D	5	0
2017	73	1	1		0013A20041099C1A	5	0
2018	73	2	1		0013A20041099C1A	5	0
2019	73	3	1		0013A20041099C05	5	0
2020	73	4	1		0013A20041099C05	5	0
2021	73	5	1		0013A20041753644	5	0
2022	73	6	1		0013A20041753644	5	0
2023	73	7	1		0013A20041753627	5	0
2024	73	8	1		0013A20041753627	5	0
2025	73	9	1		0013A20041753629	5	0
2026	73	10	1		0013A20041753629	5	0
2027	73	11	1		0013A20041753626	5	0
2028	73	12	1		0013A20041753626	5	0
2029	73	13	1		0013A20041753625	5	0
2030	73	14	1		0013A20041753625	5	0
2031	73	15	1		0013A20041753640	5	0
2032	73	16	1		0013A20041753640	5	0
2033	73	1	2		0013A2004175363E	5	0
2034	73	2	2		0013A2004175363E	5	0
2035	73	3	2		0013A20041753646	5	0
2036	73	4	2		0013A20041753646	5	0
2037	73	5	2		0013A2004175363D	5	0
2038	73	6	2		0013A2004175363D	5	0
2039	73	7	2		0013A20041753645	5	0
2040	73	8	2		0013A20041753645	5	0
2041	73	9	2		0013A20041753643	5	0
2042	73	10	2		0013A20041753643	5	0
2043	73	11	2		0013A2004175363A	5	0
2044	73	12	2		0013A2004175363A	5	0
2045	73	13	2		0013A20041753639	5	0
2046	73	14	2		0013A20041753639	5	0
2047	73	15	2		0013A20041753642	5	0
2048	73	16	2		0013A20041753642	5	0
2049	74	1	1		0013A2004175363B	5	0
2050	74	2	1		0013A2004175363B	5	0
2051	74	3	1		0013A20041099C54	5	0
2052	74	4	1		0013A20041099C54	5	0
2053	74	5	1		0013A20041099C56	5	0
2054	74	6	1		0013A20041099C56	5	0
2055	74	7	1		0013A20041099C55	5	0
2056	74	8	1		0013A20041099C55	5	0
2057	74	9	1		0013A20041099C51	5	0
2058	74	10	1		0013A20041099C51	5	0
2059	74	11	1		0013A2004175362F	5	0
2060	74	12	1		0013A2004175362F	5	0
2061	74	13	1		0013A20041099C61	5	0
2062	74	14	1		0013A20041099C61	5	0
2063	74	15	1		0013A20041099C52	5	0
2064	74	16	1		0013A20041099C52	5	0
2065	74	1	2		0013A20041099C5B	5	0
2066	74	2	2		0013A20041099C5B	5	0
2067	74	3	2		0013A20041099C59	5	0
2068	74	4	2		0013A20041099C59	5	0
2069	74	5	2		0013A20041099C57	5	0
2070	74	6	2		0013A20041099C57	5	0
2071	74	7	2		0013A20041099C60	5	0
2072	74	8	2		0013A20041099C60	5	0
2073	74	9	2		0013A20041099C5A	5	0
2074	74	10	2		0013A20041099C5A	5	0
2075	74	11	2		0013A20041753649	5	0
2076	74	12	2		0013A20041753649	5	0
2077	74	13	2		0013A20041099C53	5	0
2078	74	14	2		0013A20041099C53	5	0
2079	74	15	2		0013A20041099C58	5	0
2080	74	16	2		0013A20041099C58	5	0
2081	78	1	1		0013A2004175352A	5	0
2082	78	2	1		0013A2004175352A	5	0
2083	78	3	1		0013A2004175352D	5	0
2084	78	4	1		0013A2004175352D	5	0
2085	78	5	1		0013A2004175361E	5	0
2086	78	6	1		0013A2004175361E	5	0
2087	78	7	1		0013A20041753547	5	0
2088	78	8	1		0013A20041753547	5	0
2089	78	9	1		0013A20041753623	5	0
2090	78	10	1		0013A20041753623	5	0
2091	78	11	1		0013A2004175361F	5	0
2092	78	12	1		0013A2004175361F	5	0
2093	78	13	1		0013A20041753622	5	0
2094	78	14	1		0013A20041753622	5	0
2095	78	15	1		0013A20041753541	5	0
2096	78	16	1		0013A20041753541	5	0
2097	78	1	2		0013A20041753546	5	0
2098	78	2	2		0013A20041753546	5	0
2099	78	3	2		0013A20041753544	5	0
2100	78	4	2		0013A20041753544	5	0
2101	78	5	2		0013A20041753543	5	0
2102	78	6	2		0013A20041753543	5	0
2103	78	7	2		0013A2004175353F	5	0
2104	78	8	2		0013A2004175353F	5	0
2105	78	9	2		0013A2004175353C	5	0
2106	78	10	2		0013A2004175353C	5	0
2107	78	11	2		0013A2004175353E	5	0
2108	78	12	2		0013A2004175353E	5	0
2109	78	13	2		0013A2004175353B	5	0
2110	78	14	2		0013A2004175353B	5	0
2111	78	15	2		0013A2004175353D	5	0
2112	78	16	2		0013A2004175353D	5	0
2113	79	1	1		0013A20041753540	5	0
2114	79	2	1		0013A20041753540	5	0
2115	79	3	1		0013A2004175362E	5	0
2116	79	4	1		0013A2004175362E	5	0
2117	79	5	1		0013A20041753638	5	0
2118	79	6	1		0013A20041753638	5	0
2119	79	7	1		0013A20041753635	5	0
2120	79	8	1		0013A20041753635	5	0
2121	79	9	1		0013A20041753631	5	0
2122	79	10	1		0013A20041753631	5	0
2123	79	11	1		0013A20041753545	5	0
2124	79	12	1		0013A20041753545	5	0
2125	79	13	1		0013A20041753633	5	0
2126	79	14	1		0013A20041753633	5	0
2127	79	15	1		0013A20041753628	5	0
2128	79	16	1		0013A20041753628	5	0
2129	79	1	2		0013A2004175362D	5	0
2130	79	2	2		0013A2004175362D	5	0
2131	79	3	2		0013A20041753634	5	0
2132	79	4	2		0013A20041753634	5	0
2133	79	5	2		0013A20041753624	5	0
2134	79	6	2		0013A20041753624	5	0
2135	79	7	2		0013A2004175362A	5	0
2136	79	8	2		0013A2004175362A	5	0
2137	79	9	2		0013A2004175362B	5	0
2138	79	10	2		0013A2004175362B	5	0
2139	79	11	2		0013A20041753630	5	0
2140	79	12	2		0013A20041753630	5	0
2141	79	13	2		0013A2004175362C	5	0
2142	79	14	2		0013A2004175362C	5	0
2143	79	15	2		0013A20041753632	5	0
2144	79	16	2		0013A20041753632	5	0
2145	83	1	1		0013A20041099CC0	5	0
2146	83	2	1		0013A20041099CC0	5	0
2147	83	3	1		0013A20041099CCE	5	0
2148	83	4	1		0013A20041099CCE	5	0
2149	83	5	1		0013A20041753528	5	0
2150	83	6	1		0013A20041753528	5	0
2151	83	7	1		0013A20041753522	5	0
2152	83	8	1		0013A20041753522	5	0
2153	83	9	1		0013A20041753579	5	0
2154	83	10	1		0013A20041753579	5	0
2155	83	11	1		0013A20041753523	5	0
2156	83	12	1		0013A20041753523	5	0
2157	83	13	1		0013A20041753521	5	0
2158	83	14	1		0013A20041753521	5	0
2159	83	15	1		0013A20041753577	5	0
2160	83	16	1		0013A20041753577	5	0
2161	83	1	2		0013A20041753575	5	0
2162	83	2	2		0013A20041753575	5	0
2163	83	3	2		0013A2004175357B	5	0
2164	83	4	2		0013A2004175357B	5	0
2165	83	5	2		0013A2004175357C	5	0
2166	83	6	2		0013A2004175357C	5	0
2167	83	7	2		0013A20041753526	5	0
2168	83	8	2		0013A20041753526	5	0
2169	83	9	2		0013A2004173429E	5	0
2170	83	10	2		0013A2004173429E	5	0
2171	83	11	2		0013A200417342A0	5	0
2172	83	12	2		0013A200417342A0	5	0
2173	83	13	2		0013A200417342A8	5	0
2174	83	14	2		0013A200417342A8	5	0
2175	83	15	2		0013A200417342A2	5	0
2176	83	16	2		0013A200417342A2	5	0
2177	84	1	1		0013A200417342A5	5	0
2178	84	2	1		0013A200417342A5	5	0
2179	84	3	1		0013A2004173428C	5	0
2180	84	4	1		0013A2004173428C	5	0
2181	84	5	1		0013A2004173428A	5	0
2182	84	6	1		0013A2004173428A	5	0
2183	84	7	1		0013A2004173429F	5	0
2184	84	8	1		0013A2004173429F	5	0
2185	84	9	1		0013A200417342A3	5	0
2186	84	10	1		0013A200417342A3	5	0
2187	84	11	1		0013A200417342A4	5	0
2188	84	12	1		0013A200417342A4	5	0
2189	84	13	1		0013A20041734286	5	0
2190	84	14	1		0013A20041734286	5	0
2191	84	15	1		0013A20041734287	5	0
2192	84	16	1		0013A20041734287	5	0
2193	84	1	2		0013A20041734289	5	0
2194	84	2	2		0013A20041734289	5	0
2195	84	3	2		0013A2004173428D	5	0
2196	84	4	2		0013A2004173428D	5	0
2197	84	5	2		0013A20041734288	5	0
2198	84	6	2		0013A20041734288	5	0
2199	84	7	2		0013A2004173427D	5	0
2200	84	8	2		0013A2004173427D	5	0
2201	84	9	2		0013A2004173427F	5	0
2202	84	10	2		0013A2004173427F	5	0
2203	84	11	2		0013A2004173427E	5	0
2204	84	12	2		0013A2004173427E	5	0
2205	84	13	2		0013A20041734283	5	0
2206	84	14	2		0013A20041734283	5	0
2207	84	15	2		0013A20041734285	5	0
2208	84	16	2		0013A20041734285	5	0
2209	87	1	1		0013A20041519CB2	5	0
2210	87	2	1		0013A20041519CB2	5	0
2211	87	3	1		0013A20041519CB4	5	0
2212	87	4	1		0013A20041519CB4	5	0
2213	87	5	1		0013A20041519CB0	5	0
2214	87	6	1		0013A20041519CB0	5	0
2215	87	7	1		0013A20041519CB7	5	0
2216	87	8	1		0013A20041519CB7	5	0
2217	87	9	1		0013A20041519CA3	5	0
2218	87	10	1		0013A20041519CA3	5	0
2219	87	11	1		0013A20041519CA5	5	0
2220	87	12	1		0013A20041519CA5	5	0
2221	87	13	1		0013A20041094F68	5	0
2222	87	14	1		0013A20041094F68	5	0
2223	87	15	1		0013A20041519CAD	5	0
2224	87	16	1		0013A20041519CAD	5	0
2225	87	1	2		0013A20041519CA1	5	0
2226	87	2	2		0013A20041519CA1	5	0
2227	87	3	2		0013A20041519CB3	5	0
2228	87	4	2		0013A20041519CB3	5	0
2229	87	5	2		0013A20041519CAC	5	0
2230	87	6	2		0013A20041519CAC	5	0
2231	87	7	2		0013A20041519CA4	5	0
2232	87	8	2		0013A20041519CA4	5	0
2233	87	9	2		0013A20041519CA6	5	0
2234	87	10	2		0013A20041519CA6	5	0
2235	87	11	2		0013A20041094F6A	5	0
2236	87	12	2		0013A20041094F6A	5	0
2237	87	13	2		0013A20041519CAE	5	0
2238	87	14	2		0013A20041519CAE	5	0
2239	87	15	2		0013A20041519C9F	5	0
2240	87	16	2		0013A20041519C9F	5	0
2241	88	1	1		0013A20041519CA9	5	0
2242	88	2	1		0013A20041519CA9	5	0
2243	88	3	1		0013A20041519CAB	5	0
2244	88	4	1		0013A20041519CAB	5	0
2245	88	5	1		0013A20041094F6F	5	0
2246	88	6	1		0013A20041094F6F	5	0
2247	88	7	1		0013A20041094F87	5	0
2248	88	8	1		0013A20041094F87	5	0
2249	88	9	1		0013A20041094F73	5	0
2250	88	10	1		0013A20041094F73	5	0
2251	88	11	1		0013A20041094F67	5	0
2252	88	12	1		0013A20041094F67	5	0
2253	88	13	1		0013A20041519CA0	5	0
2254	88	14	1		0013A20041519CA0	5	0
2255	88	15	1		0013A20041734277	5	0
2256	88	16	1		0013A20041734277	5	0
2257	88	1	2		0013A2004173427B	5	0
2258	88	2	2		0013A2004173427B	5	0
2259	88	3	2		0013A20041734272	5	0
2260	88	4	2		0013A20041734272	5	0
2261	88	5	2		0013A2004173427A	5	0
2262	88	6	2		0013A2004173427A	5	0
2263	88	7	2		0013A20041734279	5	0
2264	88	8	2		0013A20041734279	5	0
2265	88	9	2		0013A20041734275	5	0
2266	88	10	2		0013A20041734275	5	0
2267	88	11	2		0013A20041734278	5	0
2268	88	12	2		0013A20041734278	5	0
2269	88	13	2		0013A20041734271	5	0
2270	88	14	2		0013A20041734271	5	0
2271	88	15	2		0013A2004173427C	5	0
2272	88	16	2		0013A2004173427C	5	0
2273	91	1	1		0013A2004109512B	5	0
2274	91	2	1		0013A2004109512B	5	0
2275	91	3	1		0013A2004109511D	5	0
2276	91	4	1		0013A2004109511D	5	0
2277	91	5	1		0013A200417342D3	5	0
2278	91	6	1		0013A200417342D3	5	0
2279	91	7	1		0013A20041095115	5	0
2280	91	8	1		0013A20041095115	5	0
2281	91	9	1		0013A200417BC863	5	0
2282	91	10	1		0013A200417BC863	5	0
2283	91	11	1		0013A2004109510F	5	0
2284	91	12	1		0013A2004109510F	5	0
2285	91	13	1		0013A20041095123	5	0
2286	91	14	1		0013A20041095123	5	0
2287	91	15	1		0013A2004109511E	5	0
2288	91	16	1		0013A2004109511E	5	0
2289	91	1	2		0013A20041095113	5	0
2290	91	2	2		0013A20041095113	5	0
2291	91	3	2		0013A20041095121	5	0
2292	91	4	2		0013A20041095121	5	0
2293	91	5	2		0013A2004109511F	5	0
2294	91	6	2		0013A2004109511F	5	0
2295	91	7	2		0013A20041095127	5	0
2296	91	8	2		0013A20041095127	5	0
2297	91	9	2		0013A20041095120	5	0
2298	91	10	2		0013A20041095120	5	0
2299	91	11	2		0013A2004109510C	5	0
2300	91	12	2		0013A2004109510C	5	0
2301	91	13	2		0013A20041095122	5	0
2302	91	14	2		0013A20041095122	5	0
2303	91	15	2		0013A20041094F76	5	0
2304	91	16	2		0013A20041094F76	5	0
