Xbee	어레이아이디	x	y	dc path	Serial	Coordi	Index
5273	174	1	1		0013A200417509DE	14	0
5274	174	2	1		0013A200417509DE	14	0
5275	174	3	1		0013A20041099ADF	14	0
5276	174	4	1		0013A20041099ADF	14	0
5277	174	5	1		0013A20041099AD7	14	0
5278	174	6	1		0013A20041099AD7	14	0
5279	174	7	1		0013A20041099AE5	14	0
5280	174	8	1		0013A20041099AE5	14	0
5281	174	9	1		0013A200417509E4	14	0
5282	174	10	1		0013A200417509E4	14	0
5283	174	11	1		0013A200417509DF	14	0
5284	174	12	1		0013A200417509DF	14	0
5285	174	13	1		0013A200417509E1	14	0
5286	174	14	1		0013A200417509E1	14	0
5287	174	15	1		0013A200417509E0	14	0
5288	174	16	1		0013A200417509E0	14	0
5289	174	1	2		0013A200417509ED	14	0
5290	174	2	2		0013A200417509ED	14	0
5291	174	3	2		0013A200417509E7	14	0
5292	174	4	2		0013A200417509E7	14	0
5293	174	5	2		0013A200417509E6	14	0
5294	174	6	2		0013A200417509E6	14	0
5295	174	7	2		0013A200417509DC	14	0
5296	174	8	2		0013A200417509DC	14	0
5297	174	9	2		0013A200417509E5	14	0
5298	174	10	2		0013A200417509E5	14	0
5299	174	11	2		0013A200417509EC	14	0
5300	174	12	2		0013A200417509EC	14	0
5301	174	13	2		0013A2004151DF45	14	0
5302	174	14	2		0013A2004151DF45	14	0
5303	174	15	2		0013A2004151DF34	14	0
5304	174	16	2		0013A2004151DF34	14	0
5305	175	1	1		0013A200417BC85F	14	0
5306	175	2	1		0013A200417BC85F	14	0
5307	175	3	1		0013A2004151DF3F	14	0
5308	175	4	1		0013A2004151DF3F	14	0
5309	175	5	1		0013A2004151DF3E	14	0
5310	175	6	1		0013A2004151DF3E	14	0
5311	175	7	1		0013A2004151DF53	14	0
5312	175	8	1		0013A2004151DF53	14	0
5313	175	9	1		0013A2004151DF58	14	0
5314	175	10	1		0013A2004151DF58	14	0
5315	175	11	1		0013A2004151DF5C	14	0
5316	175	12	1		0013A2004151DF5C	14	0
5317	175	13	1		0013A2004151DF37	14	0
5318	175	14	1		0013A2004151DF37	14	0
5319	175	15	1		0013A2004151DF20	14	0
5320	175	16	1		0013A2004151DF20	14	0
5321	175	1	2		0013A2004151DF55	14	0
5322	175	2	2		0013A2004151DF55	14	0
5323	175	3	2		0013A2004151DF5E	14	0
5324	175	4	2		0013A2004151DF5E	14	0
5325	175	5	2		0013A2004151DF69	14	0
5326	175	6	2		0013A2004151DF69	14	0
5327	175	7	2		0013A2004151DF5B	14	0
5328	175	8	2		0013A2004151DF5B	14	0
5329	175	9	2		0013A2004151DF56	14	0
5330	175	10	2		0013A2004151DF56	14	0
5331	175	11	2		0013A2004151DF5A	14	0
5332	175	12	2		0013A2004151DF5A	14	0
5333	175	13	2		0013A2004151DF54	14	0
5334	175	14	2		0013A2004151DF54	14	0
5335	175	15	2		0013A2004151DF57	14	0
5336	175	16	2		0013A2004151DF57	14	0
5337	176	1	1		0013A2004151DF5D	14	0
5338	176	2	1		0013A2004151DF5D	14	0
5339	176	3	1		0013A2004151DF59	14	0
5340	176	4	1		0013A2004151DF59	14	0
5341	176	5	1		0013A2004151DF63	14	0
5342	176	6	1		0013A2004151DF63	14	0
5343	176	7	1		0013A2004151DF61	14	0
5344	176	8	1		0013A2004151DF61	14	0
5345	176	9	1		0013A20041099AF4	14	0
5346	176	10	1		0013A20041099AF4	14	0
5347	176	11	1		0013A2004151DF68	14	0
5348	176	12	1		0013A2004151DF68	14	0
5349	176	13	1		0013A2004151DF5F	14	0
5350	176	14	1		0013A2004151DF5F	14	0
5351	176	15	1		0013A20041099A7F	14	0
5352	176	16	1		0013A20041099A7F	14	0
5353	176	1	2		0013A20041099A61	14	0
5354	176	2	2		0013A20041099A61	14	0
5355	176	3	2		0013A20041099A7C	14	0
5356	176	4	2		0013A20041099A7C	14	0
5357	176	5	2		0013A20041099A78	14	0
5358	176	6	2		0013A20041099A78	14	0
5359	176	7	2		0013A20041099A76	14	0
5360	176	8	2		0013A20041099A76	14	0
5361	176	9	2		0013A20041099A7D	14	0
5362	176	10	2		0013A20041099A7D	14	0
5363	176	11	2		0013A20041099A7A	14	0
5364	176	12	2		0013A20041099A7A	14	0
5365	176	13	2		0013A20041099A72	14	0
5366	176	14	2		0013A20041099A72	14	0
5367	176	15	2		0013A20041099A63	14	0
5368	176	16	2		0013A20041099A63	14	0
5369	181	1	1		0013A20041753353	14	0
5370	181	2	1		0013A20041753353	14	0
5371	181	3	1		0013A20041753350	14	0
5372	181	4	1		0013A20041753350	14	0
5373	181	5	1		0013A20041088683	14	0
5374	181	6	1		0013A20041088683	14	0
5375	181	7	1		0013A2004108868E	14	0
5376	181	8	1		0013A2004108868E	14	0
5377	181	9	1		0013A20041088684	14	0
5378	181	10	1		0013A20041088684	14	0
5379	181	11	1		0013A2004108868B	14	0
5380	181	12	1		0013A2004108868B	14	0
5381	181	13	1		0013A20041088687	14	0
5382	181	14	1		0013A20041088687	14	0
5383	181	15	1		0013A20041088691	14	0
5384	181	16	1		0013A20041088691	14	0
5385	181	1	2		0013A2004108868D	14	0
5386	181	2	2		0013A2004108868D	14	0
5387	181	3	2		0013A20041088698	14	0
5388	181	4	2		0013A20041088698	14	0
5389	181	5	2		0013A2004108868C	14	0
5390	181	6	2		0013A2004108868C	14	0
5391	181	7	2		0013A2004108868F	14	0
5392	181	8	2		0013A2004108868F	14	0
5393	181	9	2		0013A2004173416A	14	0
5394	181	10	2		0013A2004173416A	14	0
5395	181	11	2		0013A20041734168	14	0
5396	181	12	2		0013A20041734168	14	0
5397	181	13	2		0013A20041088695	14	0
5398	181	14	2		0013A20041088695	14	0
