Xbee	어레이아이디	x	y	dc path	Serial	Coordi	Index
2753	92	1	1		0013A20041094F83	7	0
2754	92	2	1		0013A20041094F83	7	0
2755	92	3	1		0013A20041094F78	7	0
2756	92	4	1		0013A20041094F78	7	0
2757	92	5	1		0013A20041094F6E	7	0
2758	92	6	1		0013A20041094F6E	7	0
2759	92	7	1		0013A20041519DFF	7	0
2760	92	8	1		0013A20041519DFF	7	0
2761	92	9	1		0013A20041094F80	7	0
2762	92	10	1		0013A20041094F80	7	0
2763	92	11	1		0013A20041094F74	7	0
2764	92	12	1		0013A20041094F74	7	0
2765	92	13	1		0013A20041094F89	7	0
2766	92	14	1		0013A20041094F89	7	0
2767	92	15	1		0013A20041094F72	7	0
2768	92	16	1		0013A20041094F72	7	0
2769	92	1	2		0013A20041094F7E	7	0
2770	92	2	2		0013A20041094F7E	7	0
2771	92	3	2		0013A20041094F8B	7	0
2772	92	4	2		0013A20041094F8B	7	0
2773	92	5	2		0013A20041094F82	7	0
2774	92	6	2		0013A20041094F82	7	0
2775	92	7	2		0013A20041094F77	7	0
2776	92	8	2		0013A20041094F77	7	0
2777	92	9	2		0013A20041094F8C	7	0
2778	92	10	2		0013A20041094F8C	7	0
2779	92	11	2		0013A20041094F88	7	0
2780	92	12	2		0013A20041094F88	7	0
2781	92	13	2		0013A20041095079	7	0
2782	92	14	2		0013A20041095079	7	0
2783	92	15	2		0013A20041088867	7	0
2784	92	16	2		0013A20041088867	7	0
2785	93	1	1		0013A20041095073	7	0
2786	93	2	1		0013A20041095073	7	0
2787	93	3	1		0013A20041095070	7	0
2788	93	4	1		0013A20041095070	7	0
2789	93	5	1		0013A2004109506F	7	0
2790	93	6	1		0013A2004109506F	7	0
2791	93	7	1		0013A20041088863	7	0
2792	93	8	1		0013A20041088863	7	0
2793	93	9	1		0013A20041095076	7	0
2794	93	10	1		0013A20041095076	7	0
2795	93	11	1		0013A20041088865	7	0
2796	93	12	1		0013A20041088865	7	0
2797	93	13	1		0013A2004109506D	7	0
2798	93	14	1		0013A2004109506D	7	0
2799	93	15	1		0013A20041095083	7	0
2800	93	16	1		0013A20041095083	7	0
2801	93	17	1		0013A20041095103	7	0
2802	93	18	1		0013A20041095103	7	0
2803	93	19	1		0013A20041519E8C	7	0
2804	93	20	1		0013A20041519E8C	7	0
2805	93	1	2		0013A20041519E8F	7	0
2806	93	2	2		0013A20041519E8F	7	0
2807	93	3	2		0013A20041095101	7	0
2808	93	4	2		0013A20041095101	7	0
2809	93	5	2		0013A20041519E8D	7	0
2810	93	6	2		0013A20041519E8D	7	0
2811	93	7	2		0013A20041519E90	7	0
2812	93	8	2		0013A20041519E90	7	0
2813	93	9	2		0013A2004109510A	7	0
2814	93	10	2		0013A2004109510A	7	0
2815	93	11	2		0013A20041519E7A	7	0
2816	93	12	2		0013A20041519E7A	7	0
2817	93	13	2		0013A20041095100	7	0
2818	93	14	2		0013A20041095100	7	0
2819	93	15	2		0013A20041519E8A	7	0
2820	93	16	2		0013A20041519E8A	7	0
2821	93	17	2		0013A2004109511C	7	0
2822	93	18	2		0013A2004109511C	7	0
2823	93	19	2		0013A20041095111	7	0
2824	93	20	2		0013A20041095111	7	0
2825	94	1	1		0013A2004109510B	7	0
2826	94	2	1		0013A2004109510B	7	0
2827	94	3	1		0013A20041095108	7	0
2828	94	4	1		0013A20041095108	7	0
2829	94	5	1		0013A20041519E8E	7	0
2830	94	6	1		0013A20041519E8E	7	0
2831	94	7	1		0013A20041095109	7	0
2832	94	8	1		0013A20041095109	7	0
2833	94	9	1		0013A20041095116	7	0
2834	94	10	1		0013A20041095116	7	0
2835	94	11	1		0013A20041095119	7	0
2836	94	12	1		0013A20041095119	7	0
2837	94	13	1		0013A2004109510D	7	0
2838	94	14	1		0013A2004109510D	7	0
2839	94	15	1		0013A20041095110	7	0
2840	94	X	X		0013A20041095110	7	1
2841	94	1	2		0013A20041095112	7	0
2842	94	2	2		0013A20041095112	7	0
2843	94	3	2		0013A20041094F27	7	0
2844	94	4	2		0013A20041094F27	7	0
2845	94	5	2		0013A20041095117	7	0
2846	94	6	2		0013A20041095117	7	0
2847	94	7	2		0013A20041095114	7	0
2848	94	8	2		0013A20041095114	7	0
2849	94	9	2		0013A20041095118	7	0
2850	94	10	2		0013A20041095118	7	0
2851	94	11	2		0013A200417342DF	7	0
2852	94	12	2		0013A200417342DF	7	0
2853	94	13	2		0013A200417342E4	7	0
2854	94	14	2		0013A200417342E4	7	0
2855	94	15	2		0013A200417342E0	7	0
2856	94	X	X		0013A200417342E0	7	1
2857	95	1	1		0013A200417342DC	7	0
2858	95	2	1		0013A200417342DC	7	0
2859	95	3	1		0013A20041734296	7	0
2860	95	4	1		0013A20041734296	7	0
2861	95	5	1		0013A20041734295	7	0
2862	95	6	1		0013A20041734295	7	0
2863	95	7	1		0013A200417342DE	7	0
2864	95	8	1		0013A200417342DE	7	0
2865	95	9	1		0013A20041734298	7	0
2866	95	10	1		0013A20041734298	7	0
2867	95	11	1		0013A200417342E7	7	0
2868	95	12	1		0013A200417342E7	7	0
2869	95	13	1		0013A20041734299	7	0
2870	95	14	1		0013A20041734299	7	0
2871	95	15	1		0013A200417342E1	7	0
2872	95	16	1		0013A200417342E1	7	0
2873	95	1	2		0013A200417342DA	7	0
2874	95	2	2		0013A200417342DA	7	0
2875	95	3	2		0013A200417342D0	7	0
2876	95	4	2		0013A200417342D0	7	0
2877	95	5	2		0013A20041734297	7	0
2878	95	6	2		0013A20041734297	7	0
2879	95	7	2		0013A200417342DD	7	0
2880	95	8	2		0013A200417342DD	7	0
2881	95	9	2		0013A200417342D7	7	0
2882	95	10	2		0013A200417342D7	7	0
2883	95	11	2		0013A200417342B8	7	0
2884	95	12	2		0013A200417342B8	7	0
2885	95	13	2		0013A200417342D1	7	0
2886	95	14	2		0013A200417342D1	7	0
2887	95	15	2		0013A200417342E5	7	0
2888	95	16	2		0013A200417342E5	7	0
2889	96	1	1		0013A200417342C5	7	0
2890	96	2	1		0013A200417342C5	7	0
2891	96	3	1		0013A20041519CAF	7	0
2892	96	4	1		0013A20041519CAF	7	0
2893	96	5	1		0013A20041519CB6	7	0
2894	96	6	1		0013A20041519CB6	7	0
2895	96	7	1		0013A200417342CB	7	0
2896	96	8	1		0013A200417342CB	7	0
2897	96	9	1		0013A200417342DB	7	0
2898	96	10	1		0013A200417342DB	7	0
2899	96	11	1		0013A200417342D9	7	0
2900	96	X	X		0013A200417342D9	7	0
2901	96	1	2		0013A2004173429D	7	0
2902	96	2	2		0013A2004173429D	7	0
2903	96	3	2		0013A200417342D4	7	0
2904	96	4	2		0013A200417342D4	7	1
2905	96	5	2		0013A200417342D5	7	0
2906	96	6	2		0013A200417342D5	7	0
2907	96	7	2		0013A200417342CD	7	0
2908	96	8	2		0013A200417342CD	7	0
2909	96	9	2		0013A200417342D2	7	0
2910	96	10	2		0013A200417342D2	7	0
2911	96	11	2		0013A200417342C6	7	0
2912	96	X	X		0013A200417342C6	7	0
2913	97	1	1		0013A200417342BC	7	0
2914	97	2	1		0013A200417342BC	7	0
2915	97	3	1		0013A200417342CC	7	0
2916	97	4	1		0013A200417342CC	7	1
2917	97	5	1		0013A200417342C9	7	0
2918	97	6	1		0013A200417342C9	7	0
2919	97	7	1		0013A200417342CE	7	0
2920	97	8	1		0013A200417342CE	7	0
2921	97	9	1		0013A200417342C8	7	0
2922	97	10	1		0013A200417342C8	7	0
2923	97	11	1		0013A200417342B4	7	0
2924	97	12	1		0013A200417342B4	7	0
2925	97	13	1		0013A200417342CA	7	0
2926	97	14	1		0013A200417342CA	7	0
2927	97	15	1		0013A200417342C7	7	0
2928	97	16	1		0013A200417342C7	7	0
2929	97	1	2		0013A200417342CF	7	0
2930	97	2	2		0013A200417342CF	7	0
2931	97	3	2		0013A200417342C1	7	0
2932	97	4	2		0013A200417342C1	7	0
2933	97	5	2		0013A200417342C3	7	0
2934	97	6	2		0013A200417342C3	7	0
2935	97	7	2		0013A200417342E3	7	0
2936	97	8	2		0013A200417342E3	7	0
2937	97	9	2		0013A2004173429A	7	0
2938	97	10	2		0013A2004173429A	7	0
2939	97	11	2		0013A200417342D8	7	0
2940	97	12	2		0013A200417342D8	7	0
2941	97	13	2		0013A200417342C2	7	0
2942	97	14	2		0013A200417342C2	7	0
2943	97	15	2		0013A2004173429C	7	0
2944	97	16	2		0013A2004173429C	7	0
2945	98	1	1		0013A200417342D6	7	0
2946	98	2	1		0013A200417342D6	7	0
2947	98	3	1		0013A200417342E6	7	0
2948	98	4	1		0013A200417342E6	7	0
2949	98	5	1		0013A200417342C4	7	0
2950	98	6	1		0013A200417342C4	7	0
2951	98	7	1		0013A2004109506E	7	0
2952	98	8	1		0013A2004109506E	7	0
2953	98	9	1		0013A20041095082	7	0
2954	98	10	1		0013A20041095082	7	0
2955	98	11	1		0013A20041095047	7	0
2956	98	12	1		0013A20041095047	7	0
2957	98	13	1		0013A20041088866	7	0
2958	98	14	1		0013A20041088866	7	0
2959	98	15	1		0013A2004109503A	7	0
2960	98	16	1		0013A2004109503A	7	0
2961	98	17	1		0013A2004108883C	7	0
2962	98	18	1		0013A2004108883C	7	0
2963	98	19	1		0013A20041088841	7	0
2964	98	20	1		0013A20041088841	7	0
2965	98	21	1		0013A20041088846	7	0
2966	98	22	1		0013A20041088846	7	0
2967	98	1	2		0013A2004108883D	7	0
2968	98	2	2		0013A2004108883D	7	0
2969	98	3	2		0013A20041088842	7	0
2970	98	4	2		0013A20041088842	7	0
2971	98	5	2		0013A2004108885D	7	0
2972	98	6	2		0013A2004108885D	7	0
2973	98	7	2		0013A2004108883E	7	0
2974	98	8	2		0013A2004108883E	7	0
2975	98	9	2		0013A20041088840	7	0
2976	98	10	2		0013A20041088840	7	0
2977	98	11	2		0013A20041095075	7	0
2978	98	12	2		0013A20041095075	7	0
2979	98	13	2		0013A20041095084	7	0
2980	98	14	2		0013A20041095084	7	0
2981	98	15	2		0013A2004108884E	7	0
2982	98	16	2		0013A2004108884E	7	0
2983	98	17	2		0013A2004108884F	7	0
2984	98	18	2		0013A2004108884F	7	0
2985	98	19	2		0013A20041088843	7	0
2986	98	20	2		0013A20041088843	7	0
2987	98	21	2		0013A2004108885F	7	0
2988	98	22	2		0013A2004108885F	7	0
2989	99	1	1		0013A20041088850	7	0
2990	99	2	1		0013A20041088850	7	0
2991	99	3	1		0013A20041088845	7	0
2992	99	4	1		0013A20041088845	7	0
2993	99	5	1		0013A2004108885C	7	0
2994	99	6	1		0013A2004108885C	7	0
2995	99	7	1		0013A20041088856	7	0
2996	99	8	1		0013A20041088856	7	0
2997	99	9	1		0013A2004108883F	7	0
2998	99	10	1		0013A2004108883F	7	0
2999	99	11	1		0013A20041088844	7	0
3000	99	12	1		0013A20041088844	7	0
3001	99	13	1		0013A20041099FFB	7	0
3002	99	14	1		0013A20041099FFB	7	0
3003	99	15	1		0013A2004151E522	7	0
3004	99	16	1		0013A2004151E522	7	0
3005	99	17	1		0013A20041099FFC	7	0
3006	99	18	1		0013A20041099FFC	7	0
3007	99	19	1		0013A20041099FFE	7	0
3008	99	20	1		0013A20041099FFE	7	0
3009	99	1	2		0013A20041099FF4	7	0
3010	99	2	2		0013A20041099FF4	7	0
3011	99	3	2		0013A2004109A020	7	0
3012	99	4	2		0013A2004109A020	7	0
3013	99	5	2		0013A2004151E523	7	0
3014	99	6	2		0013A2004151E523	7	0
3015	99	7	2		0013A2004151E51F	7	0
3016	99	8	2		0013A2004151E51F	7	0
3017	99	9	2		0013A2004151E525	7	0
3018	99	10	2		0013A2004151E525	7	0
3019	99	11	2		0013A2004151E524	7	0
3020	99	12	2		0013A2004151E524	7	0
3021	99	13	2		0013A2004109A056	7	0
3022	99	14	2		0013A2004109A056	7	0
3023	99	15	2		0013A2004109A057	7	0
3024	99	16	2		0013A2004109A057	7	0
3025	99	17	2		0013A2004109A058	7	0
3026	99	18	2		0013A2004109A058	7	0
3027	99	19	2		0013A2004151E520	7	0
3028	99	20	2		0013A2004151E520	7	0
3029	100	1	1		0013A20041099FF9	7	0
3030	100	2	1		0013A20041099FF9	7	0
3031	100	3	1		0013A2004151E527	7	0
3032	100	4	1		0013A2004151E527	7	0
3033	100	5	1		0013A2004151E535	7	0
3034	100	6	1		0013A2004151E535	7	0
3035	100	7	1		0013A2004151E52F	7	0
3036	100	8	1		0013A2004151E52F	7	0
3037	100	9	1		0013A2004109A009	7	0
3038	100	10	1		0013A2004109A009	7	0
3039	100	11	1		0013A2004109A053	7	0
3040	100	12	1		0013A2004109A053	7	0
3041	100	13	1		0013A2004151E531	7	0
3042	100	14	1		0013A2004151E531	7	0
3043	100	15	1		0013A2004151E532	7	0
3044	100	16	1		0013A2004151E532	7	0
3045	100	17	1		0013A2004151E534	7	0
3046	100	18	1		0013A2004151E534	7	0
3047	100	19	1		0013A2004151E529	7	0
3048	100	20	1		0013A2004151E529	7	0
3049	100	1	2		0013A2004151E533	7	0
3050	100	2	2		0013A2004151E533	7	0
3051	100	3	2		0013A2004151E52A	7	0
3052	100	4	2		0013A2004151E52A	7	0
3053	100	5	2		0013A2004151E52D	7	0
3054	100	6	2		0013A2004151E52D	7	0
3055	100	7	2		0013A2004151E52E	7	0
3056	100	8	2		0013A2004151E52E	7	0
3057	100	9	2		0013A2004151E521	7	0
3058	100	10	2		0013A2004151E521	7	0
3059	100	11	2		0013A2004151E530	7	0
3060	100	12	2		0013A2004151E530	7	0
3061	100	13	2		0013A2004151E526	7	0
3062	100	14	2		0013A2004151E526	7	0
3063	100	15	2		0013A2004151E536	7	0
3064	100	16	2		0013A2004151E536	7	0
3065	100	17	2		0013A2004151E52C	7	0
3066	100	18	2		0013A2004151E52C	7	0
3067	100	19	2		0013A2004151E528	7	0
3068	100	20	2		0013A2004151E528	7	0
3069	101	1	1		0013A2004151E52B	7	0
3070	101	2	1		0013A2004151E52B	7	0
3071	101	3	1		0013A2004151E537	7	0
3072	101	4	1		0013A2004151E537	7	0
3073	101	5	1		0013A2004151E428	7	0
3074	101	6	1		0013A2004151E428	7	0
3075	101	7	1		0013A2004151E53D	7	0
3076	101	8	1		0013A2004151E53D	7	0
3077	101	9	1		0013A2004151E44C	7	0
3078	101	10	1		0013A2004151E44C	7	0
3079	101	11	1		0013A2004151E444	7	0
3080	101	12	1		0013A2004151E444	7	0
3081	101	13	1		0013A2004151E443	7	0
3082	101	14	1		0013A2004151E443	7	0
3083	101	15	1		0013A2004151E542	7	0
3084	101	16	1		0013A2004151E542	7	0
3085	101	17	1		0013A2004151E41D	7	0
3086	101	18	1		0013A2004151E41D	7	0
3087	101	1	2		0013A2004151E42A	7	0
3088	101	2	2		0013A2004151E42A	7	0
3089	101	3	2		0013A2004151E53F	7	0
3090	101	4	2		0013A2004151E53F	7	0
3091	101	5	2		0013A2004151E53E	7	0
3092	101	6	2		0013A2004151E53E	7	0
3093	101	7	2		0013A2004151E540	7	0
3094	101	8	2		0013A2004151E540	7	0
3095	101	9	2		0013A2004151E53B	7	0
3096	101	10	2		0013A2004151E53B	7	0
3097	101	11	2		0013A2004151E53C	7	0
3098	101	12	2		0013A2004151E53C	7	0
3099	101	13	2		0013A2004151E435	7	0
3100	101	14	2		0013A2004151E435	7	0
3101	101	15	2		0013A2004151E56B	7	0
3102	101	16	2		0013A2004151E56B	7	0
3103	101	17	2		0013A2004151E562	7	0
3104	101	18	2		0013A2004151E562	7	0
3105	102	1	1		0013A2004151E560	7	0
3106	102	2	1		0013A2004151E560	7	0
3107	102	3	1		0013A2004151E56C	7	0
3108	102	4	1		0013A2004151E56C	7	0
3109	102	5	1		0013A2004151E56D	7	0
3110	102	6	1		0013A2004151E56D	7	0
3111	102	7	1		0013A2004151E565	7	0
3112	102	8	1		0013A2004151E565	7	0
3113	102	9	1		0013A2004151E563	7	0
3114	102	X	X		0013A2004151E563	7	1
3115	102	1	2		0013A2004151E567	7	0
3116	102	2	2		0013A2004151E567	7	0
3117	102	3	2		0013A2004151E55D	7	0
3118	102	4	2		0013A2004151E55D	7	0
3119	102	5	2		0013A2004151E55E	7	0
3120	102	6	2		0013A2004151E55E	7	0
3121	102	7	2		0013A2004151E545	7	0
3122	102	8	2		0013A2004151E545	7	0
3123	102	9	2		0013A2004151E568	7	0
3124	102	X	X		0013A2004151E568	7	1
3125	103	1	1		0013A2004151E569	7	0
3126	103	2	1		0013A2004151E569	7	0
3127	103	3	1		0013A2004151E56A	7	0
3128	103	4	1		0013A2004151E56A	7	0
3129	103	5	1		0013A2004151E564	7	0
3130	103	6	1		0013A2004151E564	7	0
3131	103	7	1		0013A2004151E548	7	0
3132	103	8	1		0013A2004151E548	7	0
3133	103	9	1		0013A2004151E54A	7	0
3134	103	10	1		0013A2004151E54A	7	0
3135	103	11	1		0013A2004151E54E	7	0
3136	103	12	1		0013A2004151E54E	7	0
3137	103	13	1		0013A2004151E546	7	0
3138	103	14	1		0013A2004151E546	7	0
3139	103	15	1		0013A2004151E544	7	0
3140	103	16	1		0013A2004151E544	7	0
3141	103	17	1		0013A2004151E551	7	0
3142	103	18	1		0013A2004151E551	7	0
3143	103	19	1		0013A2004151E54F	7	0
3144	103	20	1		0013A2004151E54F	7	0
3145	103	1	2		0013A2004151E543	7	0
3146	103	2	2		0013A2004151E543	7	0
3147	103	3	2		0013A2004151E557	7	0
3148	103	4	2		0013A2004151E557	7	0
3149	103	5	2		0013A2004151E547	7	0
3150	103	6	2		0013A2004151E547	7	0
3151	103	7	2		0013A2004151E54B	7	0
3152	103	8	2		0013A2004151E54B	7	0
3153	103	9	2		0013A2004151E553	7	0
3154	103	10	2		0013A2004151E553	7	0
3155	103	11	2		0013A2004151E549	7	0
3156	103	12	2		0013A2004151E549	7	0
3157	103	13	2		0013A2004151E558	7	0
3158	103	14	2		0013A2004151E558	7	0
3159	103	15	2		0013A2004151E54C	7	0
3160	103	16	2		0013A2004151E54C	7	0
