Xbee	어레이아이디	x	y	dc path	Serial	Coordi	Index
959	33	1	1		0013A2004151746E	3	0
960	33	2	1		0013A2004151746E	3	0
961	33	3	1		0013A20041517475	3	0
962	33	4	1		0013A20041517475	3	0
963	33	5	1		0013A2004151747B	3	0
964	33	6	1		0013A2004151747B	3	0
965	33	7	1		0013A20041517473	3	0
966	33	8	1		0013A20041517473	3	0
967	33	9	1		0013A20041517471	3	0
968	33	10	1		0013A20041517471	3	0
969	33	11	1		0013A20041517485	3	0
970	33	12	1		0013A20041517485	3	0
971	33	13	1		0013A2004151747F	3	0
972	33	14	1		0013A2004151747F	3	0
973	33	15	1		0013A2004151746F	3	0
974	33	16	1		0013A2004151746F	3	0
975	33	1	2		0013A20041085DDE	3	0
976	33	2	2		0013A20041085DDE	3	0
977	33	3	2		0013A20041517513	3	0
978	33	4	2		0013A20041517513	3	0
979	33	5	2		0013A20041517476	3	0
980	33	6	2		0013A20041517476	3	0
981	33	7	2		0013A20041517416	3	0
982	33	8	2		0013A20041517416	3	0
983	33	9	2		0013A20041517420	3	0
984	33	10	2		0013A20041517420	3	0
985	33	11	2		0013A20041517422	3	0
986	33	12	2		0013A20041517422	3	0
987	33	13	2		0013A20041517424	3	0
988	33	14	2		0013A20041517424	3	0
989	33	15	2		0013A2004151741A	3	0
990	33	16	2		0013A2004151741A	3	0
991	34	1	1		0013A20041517549	3	0
992	34	2	1		0013A20041517549	3	0
993	34	3	1		0013A2004151753C	3	0
994	34	4	1		0013A2004151753C	3	0
995	34	5	1		0013A20041517546	3	0
996	34	6	1		0013A20041517546	3	0
997	34	7	1		0013A20041517423	3	0
998	34	8	1		0013A20041517423	3	0
999	34	9	1		0013A200417532EE	3	0
1000	34	10	1		0013A200417532EE	3	0
1001	34	11	1		0013A2004151DF78	3	0
1002	34	12	1		0013A2004151DF78	3	0
1003	34	13	1		0013A2004151DF8D	3	0
1004	34	14	1		0013A2004151DF8D	3	0
1005	34	15	1		0013A2004151DF7C	3	0
1006	34	16	1		0013A2004151DF7C	3	0
1007	34	1	2		0013A2004151DF8B	3	0
1008	34	2	2		0013A2004151DF8B	3	0
1009	34	3	2		0013A2004151DF92	3	0
1010	34	4	2		0013A2004151DF92	3	0
1011	34	5	2		0013A200417509F0	3	0
1012	34	6	2		0013A200417509F0	3	0
